,Word,Value,V.Mean.Sum,,1.2 4.6 3.0
4504,progressive,-4.43E-08,6.26,,
4576,lust,8.61E-08,6.26,,
4820,oriental,6.40E-07,6.26,,
5120,hue,1.73E-06,6.26,,
383,sentimental,-6.55E-06,6.27,,
2002,reason,-2.93E-06,6.27,,
2111,decent,-2.82E-06,6.27,,
2300,feel,-2.63E-06,6.27,,
2849,see,-2.08E-06,6.27,,
3037,hillside,-1.91E-06,6.27,,
3739,planet,-1.16E-06,6.27,,
4145,ride,-6.40E-07,6.27,,
5200,volleyball,2.29E-06,6.27,,
1595,mail,-3.43E-06,6.28,,
1808,karma,-3.16E-06,6.28,,
1971,fellow,-2.96E-06,6.28,,
1979,fit,-2.96E-06,6.28,,
3208,culture,-1.75E-06,6.28,,
3481,grow,-1.45E-06,6.28,,
3546,decide,-1.38E-06,6.28,,
4265,communicate,-4.35E-07,6.28,,
4885,grand,8.33E-07,6.28,,
4923,responsible,9.64E-07,6.28,,
686,fridge,-5.22E-06,6.29,,
807,heir,-4.85E-06,6.29,,
1031,therapeutic,-4.34E-06,6.29,,
1431,anatomy,-3.66E-06,6.29,,
1690,aid,-3.31E-06,6.29,,
2034,professional,-2.91E-06,6.29,,
2238,predict,-2.68E-06,6.29,,
2603,shoreline,-2.31E-06,6.29,,
3404,green,-1.54E-06,6.29,,
3712,maintain,-1.19E-06,6.29,,
3836,penny,-1.05E-06,6.29,,
4610,flute,1.48E-07,6.29,,
816,aircraft,-4.82E-06,6.3,,
1007,defend,-4.38E-06,6.3,,
1314,solve,-3.83E-06,6.3,,
2013,rhythmic,-2.92E-06,6.3,,
2073,lamb,-2.88E-06,6.3,,
2637,two,-2.28E-06,6.3,,
2793,ferry,-2.14E-06,6.3,,
2880,talent,-2.06E-06,6.3,,
3102,menu,-1.85E-06,6.3,,
3820,velvet,-1.06E-06,6.3,,
4104,appeal,-7.17E-07,6.3,,
4290,owl,-4.02E-07,6.3,,
4371,muse,-2.85E-07,6.3,,
4835,solution,6.80E-07,6.3,,
5389,matching,4.28E-06,6.3,,
2347,young,-2.57E-06,6.31,,
596,distinctive,-5.53E-06,6.32,,
632,elm,-5.39E-06,6.32,,
913,accuracy,-4.58E-06,6.32,,
1388,careful,-3.73E-06,6.32,,
2051,wave,-2.89E-06,6.32,,
2177,diploma,-2.73E-06,6.32,,
2209,upbringing,-2.71E-06,6.32,,
2291,narrative,-2.63E-06,6.32,,
2525,sophisticated,-2.39E-06,6.32,,
2752,folklore,-2.18E-06,6.32,,
2842,recognizable,-2.09E-06,6.32,,
3003,keep,-1.94E-06,6.32,,
3693,go,-1.21E-06,6.32,,
3930,science,-9.38E-07,6.32,,
3962,become,-8.93E-07,6.32,,
4055,cedar,-7.88E-07,6.32,,
4171,classic,-6.02E-07,6.32,,
4303,creek,-3.75E-07,6.32,,
4399,chip,-2.36E-07,6.32,,
4727,architectural,4.23E-07,6.32,,
5070,harmonica,1.53E-06,6.32,,
5252,extravagant,2.65E-06,6.32,,
5305,plush,3.14E-06,6.32,,
5349,strive,3.70E-06,6.32,,
1070,wholesale,-4.25E-06,6.33,,
1237,mosaic,-3.96E-06,6.33,,
1371,plaza,-3.75E-06,6.33,,
1458,sensitive,-3.62E-06,6.33,,
2185,prompt,-2.73E-06,6.33,,
2683,film,-2.25E-06,6.33,,
2761,author,-2.17E-06,6.33,,
3039,information,-1.90E-06,6.33,,
3132,east,-1.82E-06,6.33,,
3621,lottery,-1.29E-06,6.33,,
4170,build,-6.04E-07,6.33,,
4389,exercise,-2.51E-07,6.33,,
4526,margarita,-1.85E-08,6.33,,
4595,ambitious,1.23E-07,6.33,,
4624,commitment,1.83E-07,6.33,,
4914,library,9.35E-07,6.33,,
4941,spacious,1.03E-06,6.33,,
5029,bamboo,1.34E-06,6.33,,
5031,culinary,1.35E-06,6.33,,
5047,redemption,1.42E-06,6.33,,
5373,assure,4.05E-06,6.33,,
885,organizer,-4.63E-06,6.35,,
2398,accommodate,-2.52E-06,6.35,,
3900,gardener,-9.78E-07,6.35,,
4080,lean,-7.46E-07,6.35,,
4246,workshop,-4.58E-07,6.35,,
4736,salad,4.35E-07,6.35,,
5423,breakthrough,5.47E-06,6.35,,
44,compensate,-1.13E-05,6.36,,
1366,wear,-3.76E-06,6.36,,
1417,haven,-3.68E-06,6.36,,
1548,face,-3.49E-06,6.36,,
1884,boat,-3.07E-06,6.36,,
1918,choice,-3.03E-06,6.36,,
2369,question,-2.56E-06,6.36,,
2481,day,-2.44E-06,6.36,,
2570,pro,-2.34E-06,6.36,,
3475,train,-1.46E-06,6.36,,
4047,children,-7.95E-07,6.36,,
4469,orderly,-9.96E-08,6.36,,
4508,butter,-4.07E-08,6.36,,
4831,citrus,6.67E-07,6.36,,
249,astronomical,-7.50E-06,6.37,,
1305,woo,-3.84E-06,6.37,,
1695,software,-3.30E-06,6.37,,
1935,earnings,-3.02E-06,6.37,,
2162,clothing,-2.76E-06,6.37,,
2295,superior,-2.63E-06,6.37,,
2458,wealthy,-2.46E-06,6.37,,
3220,curiosity,-1.74E-06,6.37,,
3459,birthday,-1.48E-06,6.37,,
3539,parade,-1.38E-06,6.37,,
3670,ace,-1.24E-06,6.37,,
4000,option,-8.61E-07,6.37,,
4247,linguistics,-4.57E-07,6.37,,
4552,rosemary,3.93E-08,6.37,,
4685,eager,3.18E-07,6.37,,
4812,ancestor,6.02E-07,6.37,,
5065,surroundings,1.51E-06,6.37,,
5103,reunion,1.67E-06,6.37,,
5326,miraculous,3.46E-06,6.37,,
729,logical,-5.07E-06,6.38,,
866,blush,-4.68E-06,6.38,,
1610,opinion,-3.42E-06,6.38,,
1664,proof,-3.35E-06,6.38,,
2775,peanut,-2.15E-06,6.38,,
2854,explanation,-2.08E-06,6.38,,
3017,seed,-1.92E-06,6.38,,
3138,attract,-1.81E-06,6.38,,
3164,craft,-1.79E-06,6.38,,
3256,language,-1.69E-06,6.38,,
3506,model,-1.42E-06,6.38,,
3977,lip,-8.81E-07,6.38,,
4316,ceremony,-3.59E-07,6.38,,
4330,innovative,-3.35E-07,6.38,,
4699,esteem,3.61E-07,6.38,,
4784,owner,5.47E-07,6.38,,
4819,elaborate,6.34E-07,6.38,,
4967,accord,1.12E-06,6.38,,
5011,revival,1.26E-06,6.38,,
5079,pulse,1.58E-06,6.38,,
5299,delicate,3.11E-06,6.38,,
1316,traveler,-3.82E-06,6.39,,
1398,cooperate,-3.71E-06,6.39,,
1766,driver,-3.21E-06,6.39,,
1910,importance,-3.05E-06,6.39,,
1970,include,-2.97E-06,6.39,,
2434,beginning,-2.48E-06,6.39,,
3169,extra,-1.79E-06,6.39,,
3423,smell,-1.52E-06,6.39,,
3807,allow,-1.09E-06,6.39,,
3897,mission,-9.80E-07,6.39,,
4025,accept,-8.30E-07,6.39,,
4757,walnut,4.78E-07,6.39,,
986,valentine,-4.43E-06,6.4,,
1173,recover,-4.08E-06,6.4,,
1694,porch,-3.31E-06,6.4,,
2183,oath,-2.73E-06,6.4,,
2327,invention,-2.59E-06,6.4,,
2799,saint,-2.13E-06,6.4,,
3140,consideration,-1.81E-06,6.4,,
3248,greenhouse,-1.70E-06,6.4,,
3307,spiral,-1.64E-06,6.4,,
3681,unite,-1.23E-06,6.4,,
4125,dinner,-6.70E-07,6.4,,
4130,expansion,-6.62E-07,6.4,,
4881,destination,8.15E-07,6.4,,
5000,saga,1.23E-06,6.4,,
5054,launch,1.47E-06,6.4,,
5208,retire,2.34E-06,6.4,,
5280,bloom,2.93E-06,6.4,,
1327,security,-3.81E-06,6.41,,
1406,vivid,-3.70E-06,6.41,,
1625,arrive,-3.39E-06,6.41,,
2003,finish,-2.93E-06,6.41,,
2396,morning,-2.53E-06,6.41,,
2724,run,-2.20E-06,6.41,,
3110,student,-1.85E-06,6.41,,
3186,can,-1.77E-06,6.41,,
4030,start,-8.21E-07,6.41,,
4390,variety,-2.50E-07,6.41,,
266,astonished,-7.32E-06,6.42,,
392,realization,-6.51E-06,6.42,,
650,penthouse,-5.33E-06,6.42,,
1036,truce,-4.32E-06,6.42,,
1483,african,-3.58E-06,6.42,,
2118,honorary,-2.82E-06,6.42,,
3056,animation,-1.89E-06,6.42,,
3080,fish,-1.87E-06,6.42,,
3151,intuition,-1.80E-06,6.42,,
3175,castle,-1.78E-06,6.42,,
3696,coral,-1.21E-06,6.42,,
3970,dress,-8.87E-07,6.42,,
4188,natural,-5.73E-07,6.42,,
4475,lyrics,-9.00E-08,6.42,,
4677,smooth,3.04E-07,6.42,,
4919,rhythm,9.61E-07,6.42,,
5023,float,1.31E-06,6.42,,
5197,unified,2.25E-06,6.42,,
5295,modest,3.08E-06,6.42,,
1146,aquarium,-4.12E-06,6.43,,
1347,geological,-3.78E-06,6.43,,
1629,consistent,-3.38E-06,6.43,,
2293,lodge,-2.63E-06,6.43,,
2313,citizen,-2.61E-06,6.43,,
2474,prose,-2.45E-06,6.43,,
3272,literature,-1.67E-06,6.43,,
3933,acknowledge,-9.32E-07,6.43,,
4212,recovery,-5.37E-07,6.43,,
4547,bubble,2.71E-08,6.43,,
4849,lobster,7.24E-07,6.43,,
4852,fellowship,7.36E-07,6.43,,
5080,treasurer,1.58E-06,6.43,,
5358,willingness,3.83E-06,6.43,,
2415,jump,-2.50E-06,6.44,,
2670,faith,-2.25E-06,6.44,,
2802,realize,-2.13E-06,6.44,,
3438,begin,-1.50E-06,6.44,,
3607,college,-1.32E-06,6.44,,
4027,proficient,-8.26E-07,6.44,,
4297,thousand,-3.84E-07,6.44,,
4672,campus,2.87E-07,6.44,,
512,bonding,-5.85E-06,6.45,,
1024,awareness,-4.35E-06,6.45,,
1369,human,-3.76E-06,6.45,,
1592,pie,-3.44E-06,6.45,,
1640,write,-3.37E-06,6.45,,
1725,swirl,-3.27E-06,6.45,,
1827,meaning,-3.14E-06,6.45,,
2000,sound,-2.94E-06,6.45,,
3142,seafood,-1.81E-06,6.45,,
3250,cereal,-1.70E-06,6.45,,
3610,find,-1.31E-06,6.45,,
4187,glory,-5.77E-07,6.45,,
4497,flavor,-5.50E-08,6.45,,
4721,eligible,4.10E-07,6.45,,
4935,fitness,1.01E-06,6.45,,
5156,occasion,1.94E-06,6.45,,
486,powerful,-5.96E-06,6.46,,
2914,world,-2.03E-06,6.46,,
3179,hawk,-1.77E-06,6.46,,
3997,concentrate,-8.63E-07,6.46,,
883,mist,-4.64E-06,6.47,,
2403,window,-2.52E-06,6.47,,
2492,grass,-2.43E-06,6.47,,
2640,equal,-2.28E-06,6.47,,
3062,purchase,-1.88E-06,6.47,,
3125,fiction,-1.82E-06,6.47,,
3290,effort,-1.65E-06,6.47,,
3849,quiet,-1.04E-06,6.47,,
4320,eagle,-3.51E-07,6.47,,
4392,tender,-2.46E-07,6.47,,
4438,active,-1.58E-07,6.47,,
4674,goodwill,2.89E-07,6.47,,
4795,sparkling,5.64E-07,6.47,,
4808,clubhouse,5.97E-07,6.47,,
5056,cruise,1.48E-06,6.47,,
5249,prestigious,2.63E-06,6.47,,
679,morality,-5.24E-06,6.48,,
767,carnival,-4.95E-06,6.48,,
1276,consciousness,-3.89E-06,6.48,,
1286,salmon,-3.87E-06,6.48,,
1445,civilized,-3.64E-06,6.48,,
1466,vaccine,-3.61E-06,6.48,,
2060,kids,-2.88E-06,6.48,,
2226,horizon,-2.69E-06,6.48,,
2409,symbolic,-2.51E-06,6.48,,
2934,perform,-2.01E-06,6.48,,
3302,focus,-1.64E-06,6.48,,
3908,mahogany,-9.67E-07,6.48,,
4704,lush,3.72E-07,6.48,,
5328,gig,3.47E-06,6.48,,
151,cosmos,-8.77E-06,6.5,,
530,buck,-5.78E-06,6.5,,
943,text,-4.53E-06,6.5,,
1113,feeling,-4.18E-06,6.5,,
1516,profitable,-3.53E-06,6.5,,
1598,belong,-3.43E-06,6.5,,
1950,voice,-3.00E-06,6.5,,
2004,electronics,-2.93E-06,6.5,,
2076,remember,-2.87E-06,6.5,,
2190,drive,-2.72E-06,6.5,,
2630,complete,-2.29E-06,6.5,,
2866,score,-2.07E-06,6.5,,
2873,shelter,-2.06E-06,6.5,,
3509,research,-1.42E-06,6.5,,
3547,sculpture,-1.38E-06,6.5,,
3746,uncle,-1.15E-06,6.5,,
3800,fine,-1.10E-06,6.5,,
3827,scent,-1.06E-06,6.5,,
3921,orchestra,-9.51E-07,6.5,,
4067,hundred,-7.69E-07,6.5,,
4072,club,-7.62E-07,6.5,,
4445,dazzling,-1.46E-07,6.5,,
4656,compatibility,2.37E-07,6.5,,
4773,antique,5.24E-07,6.5,,
5028,pride,1.34E-06,6.5,,
5142,partnership,1.84E-06,6.5,,
5189,turquoise,2.18E-06,6.5,,
5273,ecosystem,2.88E-06,6.5,,
5403,aqua,4.67E-06,6.5,,
226,humble,-7.69E-06,6.52,,
261,fern,-7.40E-06,6.52,,
926,football,-4.55E-06,6.52,,
2173,electronic,-2.74E-06,6.52,,
2819,birth,-2.11E-06,6.52,,
2942,queen,-1.99E-06,6.52,,
3019,bread,-1.92E-06,6.52,,
3842,reader,-1.05E-06,6.52,,
3925,wizard,-9.48E-07,6.52,,
4468,couch,-1.02E-07,6.52,,
4737,lighting,4.37E-07,6.52,,
5314,niece,3.28E-06,6.52,,
279,splash,-7.23E-06,6.53,,
760,snack,-4.96E-06,6.53,,
762,revive,-4.96E-06,6.53,,
810,expedition,-4.84E-06,6.53,,
1593,frontier,-3.44E-06,6.53,,
1644,protective,-3.37E-06,6.53,,
2072,puzzle,-2.88E-06,6.53,,
2219,blue,-2.70E-06,6.53,,
3031,running,-1.91E-06,6.53,,
4048,astonishing,-7.94E-07,6.53,,
4161,intriguing,-6.13E-07,6.53,,
4473,youth,-9.10E-08,6.53,,
4505,nap,-4.42E-08,6.53,,
4604,improvement,1.37E-07,6.53,,
4801,boost,5.76E-07,6.53,,
4932,embroidery,9.95E-07,6.53,,
4972,inspiration,1.13E-06,6.53,,
4975,bonfire,1.14E-06,6.53,,
5190,maturity,2.19E-06,6.53,,
5298,birch,3.09E-06,6.53,,
1783,memorable,-3.19E-06,6.54,,
715,productivity,-5.11E-06,6.55,,
785,innocent,-4.91E-06,6.55,,
2328,guy,-2.59E-06,6.55,,
2779,check,-2.15E-06,6.55,,
2950,spice,-1.99E-06,6.55,,
3118,coin,-1.84E-06,6.55,,
3505,mint,-1.42E-06,6.55,,
3669,glow,-1.24E-06,6.55,,
3753,memorabilia,-1.14E-06,6.55,,
3799,light,-1.10E-06,6.55,,
3843,promote,-1.05E-06,6.55,,
3896,trophy,-9.81E-07,6.55,,
4249,compensation,-4.56E-07,6.55,,
4615,fund,1.59E-07,6.55,,
4718,silk,4.00E-07,6.55,,
4806,respectable,5.95E-07,6.55,,
4828,tide,6.62E-07,6.55,,
4870,possibility,7.88E-07,6.55,,
410,illuminating,-6.37E-06,6.56,,
779,cream,-4.93E-06,6.56,,
1777,afford,-3.20E-06,6.56,,
3192,consider,-1.76E-06,6.56,,
3511,sea,-1.42E-06,6.56,,
3953,audio,-9.02E-07,6.56,,
4031,visit,-8.18E-07,6.56,,
4545,aunt,2.23E-08,6.56,,
4770,tea,5.17E-07,6.56,,
5413,worthy,5.08E-06,6.56,,
519,donor,-5.82E-06,6.57,,
969,sympathy,-4.46E-06,6.57,,
1273,eyes,-3.89E-06,6.57,,
1805,wake,-3.16E-06,6.57,,
2155,polite,-2.77E-06,6.57,,
2298,harvest,-2.63E-06,6.57,,
2442,produce,-2.48E-06,6.57,,
2890,colored,-2.05E-06,6.57,,
3163,historical,-1.79E-06,6.57,,
3714,surprised,-1.19E-06,6.57,,
3734,pray,-1.16E-06,6.57,,
4167,emancipation,-6.07E-07,6.57,,
4337,strategic,-3.26E-07,6.57,,
4345,purity,-3.16E-07,6.57,,
4678,biological,3.04E-07,6.57,,
4810,jazz,6.00E-07,6.57,,
4992,alive,1.19E-06,6.57,,
5335,fest,3.53E-06,6.57,,
199,logic,-8.08E-06,6.58,,
267,lace,-7.31E-06,6.58,,
579,seasonal,-5.61E-06,6.58,,
1400,rain,-3.71E-06,6.58,,
2015,memory,-2.92E-06,6.58,,
2256,photo,-2.66E-06,6.58,,
2549,sparrow,-2.36E-06,6.58,,
2983,highlight,-1.96E-06,6.58,,
3358,sauce,-1.57E-06,6.58,,
3378,movement,-1.56E-06,6.58,,
3592,curious,-1.34E-06,6.58,,
3841,education,-1.05E-06,6.58,,
3846,pine,-1.04E-06,6.58,,
4233,progress,-4.84E-07,6.58,,
4397,farmland,-2.37E-07,6.58,,
4912,contribution,9.20E-07,6.58,,
278,snowy,-7.25E-06,6.59,,
516,acceptable,-5.84E-06,6.59,,
900,harmless,-4.59E-06,6.59,,
1340,correspondence,-3.79E-06,6.59,,
2809,universal,-2.11E-06,6.59,,
3400,mankind,-1.54E-06,6.59,,
3917,perfection,-9.54E-07,6.59,,
5192,savior,2.21E-06,6.59,,
1229,vow,-3.98E-06,6.6,,
2542,ancestral,-2.37E-06,6.6,,
2891,significant,-2.05E-06,6.6,,
2966,retirement,-1.97E-06,6.6,,
4286,hotel,-4.16E-07,6.6,,
4514,educational,-3.76E-08,6.6,,
4542,engage,8.24E-09,6.6,,
5126,likeness,1.77E-06,6.6,,
691,camera,-5.21E-06,6.61,,
1303,adrenaline,-3.85E-06,6.61,,
1377,academic,-3.75E-06,6.61,,
1674,photograph,-3.33E-06,6.61,,
1892,beneficial,-3.06E-06,6.61,,
1944,breath,-3.01E-06,6.61,,
2010,land,-2.93E-06,6.61,,
3541,soul,-1.38E-06,6.61,,
4354,connect,-3.04E-07,6.61,,
497,clearance,-5.90E-06,6.62,,
688,cooperative,-5.21E-06,6.62,,
1304,patience,-3.85E-06,6.62,,
1861,emotion,-3.10E-06,6.62,,
2306,intellect,-2.62E-06,6.62,,
2470,meat,-2.45E-06,6.62,,
3333,apple,-1.60E-06,6.62,,
3339,remedy,-1.59E-06,6.62,,
4213,heterosexual,-5.36E-07,6.62,,
4416,cooperation,-1.93E-07,6.62,,
4420,grocery,-1.86E-07,6.62,,
4562,sizable,5.49E-08,6.62,,
4575,mansion,8.26E-08,6.62,,
4593,distinguished,1.22E-07,6.62,,
4719,geologist,4.04E-07,6.62,,
5039,enhance,1.38E-06,6.62,,
5340,wink,3.60E-06,6.62,,
747,halo,-5.01E-06,6.63,,
835,soothe,-4.76E-06,6.63,,
1512,car,-3.53E-06,6.63,,
2814,furry,-2.11E-06,6.63,,
3258,taste,-1.69E-06,6.63,,
3270,relief,-1.67E-06,6.63,,
3429,upcoming,-1.51E-06,6.63,,
3521,nightfall,-1.41E-06,6.63,,
3647,antiques,-1.27E-06,6.63,,
4252,ideal,-4.48E-07,6.63,,
4732,slim,4.29E-07,6.63,,
5086,goddess,1.61E-06,6.63,,
5404,rub,4.68E-06,6.63,,
1129,release,-4.15E-06,6.64,,
1518,talk,-3.53E-06,6.64,,
1760,video,-3.23E-06,6.64,,
1980,sexual,-2.96E-06,6.64,,
2127,touch,-2.81E-06,6.64,,
2227,ready,-2.69E-06,6.64,,
3311,lunch,-1.63E-06,6.64,,
3568,sure,-1.36E-06,6.64,,
4033,able,-8.17E-07,6.64,,
4238,dancer,-4.73E-07,6.64,,
4553,promise,4.00E-08,6.64,,
4875,breast,8.00E-07,6.64,,
4988,grill,1.18E-06,6.64,,
305,infant,-7.00E-06,6.65,,
1216,engagement,-4.00E-06,6.65,,
1850,apologetic,-3.11E-06,6.65,,
1873,profound,-3.09E-06,6.65,,
2008,animated,-2.93E-06,6.65,,
2959,enthusiast,-1.98E-06,6.65,,
3275,melody,-1.67E-06,6.65,,
3755,spectrum,-1.14E-06,6.65,,
3938,mountain,-9.26E-07,6.65,,
4269,surreal,-4.28E-07,6.65,,
4321,childhood,-3.50E-07,6.65,,
4437,journey,-1.59E-07,6.65,,
4726,skill,4.22E-07,6.65,,
5097,imaginative,1.64E-06,6.65,,
4752,interest,4.71E-07,6.66,,
5417,impressed,5.13E-06,6.66,,
840,pal,-4.74E-06,6.67,,
1080,sympathetic,-4.22E-06,6.67,,
1619,arrival,-3.40E-06,6.67,,
2048,favor,-2.90E-06,6.67,,
2302,enduring,-2.62E-06,6.67,,
2426,baby,-2.49E-06,6.67,,
2459,purpose,-2.46E-06,6.67,,
2596,view,-2.31E-06,6.67,,
2679,drink,-2.25E-06,6.67,,
2977,abundance,-1.96E-06,6.67,,
3188,steady,-1.77E-06,6.67,,
3733,dolphin,-1.16E-06,6.67,,
3762,photography,-1.13E-06,6.67,,
3855,provide,-1.04E-06,6.67,,
4423,chapel,-1.80E-07,6.67,,
4660,museum,2.59E-07,6.67,,
4876,gratitude,8.00E-07,6.67,,
5021,lasting,1.30E-06,6.67,,
5076,hobby,1.56E-06,6.67,,
5091,reproduction,1.62E-06,6.67,,
5185,fresh,2.13E-06,6.67,,
5265,unity,2.86E-06,6.67,,
5348,household,3.68E-06,6.67,,
789,bowling,-4.90E-06,6.68,,
973,wonder,-4.46E-06,6.68,,
1895,understand,-3.06E-06,6.68,,
2104,initiative,-2.83E-06,6.68,,
2161,survivor,-2.76E-06,6.68,,
2181,think,-2.73E-06,6.68,,
2194,night,-2.72E-06,6.68,,
2321,preservation,-2.59E-06,6.68,,
2503,hear,-2.42E-06,6.68,,
2938,internet,-2.00E-06,6.68,,
3097,jewel,-1.86E-06,6.68,,
3157,afternoon,-1.80E-06,6.68,,
3360,pink,-1.57E-06,6.68,,
3446,recognition,-1.49E-06,6.68,,
3450,attention,-1.49E-06,6.68,,
3499,wilderness,-1.43E-06,6.68,,
3534,life,-1.38E-06,6.68,,
3581,bold,-1.35E-06,6.68,,
3763,forest,-1.13E-06,6.68,,
4148,instrument,-6.33E-07,6.68,,
4373,accessible,-2.78E-07,6.68,,
4375,access,-2.69E-07,6.68,,
4451,hike,-1.27E-07,6.68,,
4645,future,2.13E-07,6.68,,
4723,adoption,4.14E-07,6.68,,
1422,mind,-3.68E-06,6.7,,
1432,fidelity,-3.66E-06,6.7,,
2709,content,-2.22E-06,6.7,,
3026,wife,-1.91E-06,6.7,,
3666,hostess,-1.25E-06,6.7,,
3695,environment,-1.21E-06,6.7,,
4381,encouragement,-2.60E-07,6.7,,
4598,complement,1.29E-07,6.7,,
4856,grape,7.49E-07,6.7,,
4879,ribbon,8.08E-07,6.7,,
5129,donate,1.78E-06,6.7,,
5286,recreation,2.98E-06,6.7,,
19,patient,-1.30E-05,6.71,,
921,photographer,-4.56E-06,6.71,,
1099,fairy,-4.20E-06,6.71,,
2486,tall,-2.44E-06,6.71,,
2748,advantage,-2.18E-06,6.71,,
2899,craftsman,-2.04E-06,6.71,,
3376,exploration,-1.56E-06,6.71,,
3427,speed,-1.51E-06,6.71,,
3434,air,-1.50E-06,6.71,,
3480,bicycle,-1.45E-06,6.71,,
4124,pony,-6.71E-07,6.71,,
4140,season,-6.51E-07,6.71,,
4661,decoration,2.61E-07,6.71,,
4725,cub,4.18E-07,6.71,,
5261,confidence,2.83E-06,6.71,,
5311,swim,3.26E-06,6.71,,
5399,banana,4.50E-06,6.71,,
1571,silly,-3.47E-06,6.72,,
1885,conversation,-3.07E-06,6.72,,
3484,river,-1.45E-06,6.72,,
4118,herb,-6.83E-07,6.72,,
131,daughter,-8.96E-06,6.73,,
1236,protection,-3.96E-06,6.73,,
1549,strength,-3.49E-06,6.73,,
1759,parent,-3.23E-06,6.73,,
2223,picture,-2.69E-06,6.73,,
2319,sex,-2.60E-06,6.73,,
2519,read,-2.40E-06,6.73,,
3043,toast,-1.90E-06,6.73,,
3215,flirt,-1.74E-06,6.73,,
3576,luck,-1.35E-06,6.73,,
3578,destiny,-1.35E-06,6.73,,
4223,sane,-5.06E-07,6.73,,
4838,communication,6.93E-07,6.73,,
5137,astronaut,1.81E-06,6.73,,
227,cartoon,-7.69E-06,6.74,,
1042,jet,-4.31E-06,6.74,,
1145,dawn,-4.12E-06,6.74,,
1275,residence,-3.89E-06,6.74,,
1294,seduce,-3.86E-06,6.74,,
1498,skate,-3.55E-06,6.74,,
2025,kingdom,-2.91E-06,6.74,,
2455,writer,-2.47E-06,6.74,,
2484,milk,-2.44E-06,6.74,,
2668,expert,-2.26E-06,6.74,,
4158,flexible,-6.17E-07,6.74,,
4745,efficiency,4.54E-07,6.74,,
4839,championship,6.96E-07,6.74,,
1139,bird,-4.13E-06,6.75,,
1325,nephew,-3.81E-06,6.75,,
2310,humanitarian,-2.61E-06,6.75,,
3139,essence,-1.81E-06,6.75,,
3351,diner,-1.58E-06,6.75,,
4193,cinnamon,-5.70E-07,6.75,,
4307,organize,-3.73E-07,6.75,,
4327,surprising,-3.39E-07,6.75,,
4396,approval,-2.40E-07,6.75,,
4905,crystal,8.89E-07,6.75,,
5176,agreement,2.04E-06,6.75,,
281,awake,-7.20E-06,6.76,,
319,eternal,-6.94E-06,6.76,,
672,clouds,-5.26E-06,6.76,,
983,celestial,-4.43E-06,6.76,,
1176,thought,-4.07E-06,6.76,,
2505,deluxe,-2.42E-06,6.76,,
3182,artist,-1.77E-06,6.76,,
3454,eclipse,-1.48E-06,6.76,,
3639,scholarship,-1.27E-06,6.76,,
3643,website,-1.27E-06,6.76,,
3644,insight,-1.27E-06,6.76,,
4154,recreational,-6.26E-07,6.76,,
4917,lifelong,9.51E-07,6.76,,
4997,artwork,1.22E-06,6.76,,
5339,instrumental,3.58E-06,6.76,,
2940,local,-2.00E-06,6.77,,
3247,tip,-1.70E-06,6.77,,
3697,cooking,-1.21E-06,6.77,,
3903,clothes,-9.73E-07,6.77,,
4146,dining,-6.39E-07,6.77,,
4452,deserve,-1.27E-07,6.77,,
4500,walk,-4.90E-08,6.77,,
791,snow,-4.90E-06,6.78,,
1053,humanity,-4.29E-06,6.78,,
1594,decisive,-3.43E-06,6.78,,
2168,pool,-2.74E-06,6.78,,
3111,engaged,-1.84E-06,6.78,,
4195,interesting,-5.69E-07,6.78,,
470,phenomenon,-6.07E-06,6.79,,
1339,comprehensive,-3.79E-06,6.79,,
2040,bakery,-2.90E-06,6.79,,
2395,meaningful,-2.53E-06,6.79,,
2639,vegetable,-2.28E-06,6.79,,
3150,courtesy,-1.80E-06,6.79,,
3467,game,-1.47E-06,6.79,,
3529,goal,-1.39E-06,6.79,,
3834,wed,-1.05E-06,6.79,,
3877,convertible,-1.01E-06,6.79,,
3980,friend,-8.76E-07,6.79,,
4374,enlightenment,-2.73E-07,6.79,,
4481,respect,-7.65E-08,6.79,,
4792,classical,5.58E-07,6.79,,
4799,vision,5.73E-07,6.79,,
4847,thrive,7.18E-07,6.79,,
31,hometown,-1.18E-05,6.8,,
1505,pure,-3.54E-06,6.8,,
2780,design,-2.15E-06,6.8,,
2978,justice,-1.96E-06,6.8,,
3128,billion,-1.82E-06,6.8,,
4489,inheritance,-6.33E-08,6.8,,
4945,familiarity,1.05E-06,6.8,,
5383,bride,4.20E-06,6.8,,
939,universe,-4.53E-06,6.81,,
1443,authenticity,-3.64E-06,6.81,,
2225,fan,-2.69E-06,6.81,,
2412,orange,-2.50E-06,6.81,,
3761,photographic,-1.13E-06,6.81,,
3812,strong,-1.08E-06,6.81,,
4401,discovery,-2.35E-07,6.81,,
4724,style,4.14E-07,6.81,,
5055,cheese,1.48E-06,6.81,,
5101,overcome,1.66E-06,6.81,,
2835,buy,-2.09E-06,6.82,,
2860,know,-2.08E-06,6.82,,
3730,important,-1.17E-06,6.82,,
4996,cool,1.22E-06,6.82,,
5064,bestseller,1.51E-06,6.82,,
2297,earth,-2.63E-06,6.83,,
2884,rich,-2.06E-06,6.83,,
3286,interested,-1.66E-06,6.83,,
3364,protect,-1.57E-06,6.83,,
3530,service,-1.39E-06,6.83,,
4578,willing,8.90E-08,6.83,,
116,reconcile,-9.19E-06,6.84,,
1762,reasonable,-3.22E-06,6.84,,
