,Word,Value,V.Mean.Sum
3244,wartime,-1.704714224874208e-06,2.79
3245,cube,-1.7043640225181975e-06,4.75
3246,authority,-1.7042442586775196e-06,4.76
3247,tip,-1.7041195026365475e-06,6.77
3248,greenhouse,-1.7031892422707236e-06,6.4
3249,push,-1.6972444637323676e-06,5.39
3250,cereal,-1.6950125321721122e-06,6.45
3251,simulate,-1.6942539245468995e-06,5.76
3252,liable,-1.6931513164742014e-06,4.0
3253,request,-1.6930208218487598e-06,5.85
3254,prestige,-1.6918120697974543e-06,6.23
3255,choose,-1.6908722433185697e-06,6.0
3256,language,-1.6881973579705723e-06,6.38
3257,legitimate,-1.6875540601163173e-06,5.7
3258,taste,-1.6862672957261494e-06,6.63
3259,runway,-1.6856332878927246e-06,4.74
3260,obligation,-1.6853224510361632e-06,4.68
3261,polar,-1.683680111304667e-06,5.19
3262,waterfront,-1.6832277887145395e-06,7.5
3263,congestion,-1.6832083621284855e-06,3.25
3264,intervention,-1.6799762397722712e-06,4.14
3265,visible,-1.6787016945490897e-06,5.76
3266,fair,-1.678222983253961e-06,7.14
3267,proprietor,-1.6772657288899775e-06,5.48
3268,advanced,-1.6753440960138623e-06,6.14
3269,gravity,-1.6753411203942563e-06,5.81
3270,relief,-1.6719567829376798e-06,6.63
3271,tank,-1.671777668577068e-06,4.71
3272,literature,-1.671767156728487e-06,6.43
3273,area,-1.6714297739300857e-06,5.56
3274,role,-1.6707100758989624e-06,5.1
3275,melody,-1.668126432128464e-06,6.65
3276,ping,-1.66629550746581e-06,5.67
3277,multinational,-1.6659399936645415e-06,5.3
3278,threshold,-1.6658064214102353e-06,5.53
3279,rig,-1.6632698627873366e-06,4.32
3280,cushion,-1.6621348241282103e-06,5.9
3281,common,-1.6615654194815542e-06,5.94
3282,bout,-1.6609443140673068e-06,3.9
3283,number,-1.659155958957521e-06,5.59
3284,mix,-1.6572454474610932e-06,5.71
3285,automotive,-1.655897584785145e-06,5.37
3286,interested,-1.6558848362175114e-06,6.83
3287,preschool,-1.6550283761969375e-06,6.05
3288,interview,-1.6536453366063484e-06,4.68
3289,document,-1.6529062985819865e-06,5.42
3290,effort,-1.6528689943443069e-06,6.47
3291,diplomatic,-1.6521348551014686e-06,5.9
3292,quest,-1.6517775346669428e-06,6.26
3293,cave,-1.6516093662849451e-06,5.15
3294,instant,-1.6482840850003584e-06,5.84
3295,province,-1.647695668290596e-06,5.14
3296,disadvantage,-1.6473778996726567e-06,2.68
3297,child,-1.6457729558437937e-06,7.2
3298,extraordinary,-1.6428622690576476e-06,7.45
3299,man,-1.6426676820474964e-06,5.42
3300,breadth,-1.6416727179382102e-06,4.63
3301,current,-1.6410732457609978e-06,5.53
3302,focus,-1.6409772988175057e-06,6.48
3303,replica,-1.640596214314699e-06,5.4
3304,direction,-1.6383542838663122e-06,5.45
3305,flock,-1.6379298619154103e-06,5.25
3306,stronghold,-1.637221807047201e-06,5.44
3307,spiral,-1.636504199547158e-06,6.4
3308,amendment,-1.6349337017699042e-06,5.6
3309,acceptance,-1.6317687486282667e-06,6.84
3310,concerto,-1.6308447425885293e-06,5.7
3311,lunch,-1.6302037357557016e-06,6.64
3312,ocean,-1.6297091800023724e-06,7.39
3313,chew,-1.6295337056012234e-06,5.58
3314,bound,-1.6243656717502414e-06,4.05
3315,old,-1.6231076343036847e-06,3.19
3316,concentration,-1.6214607626443014e-06,5.45
3317,palace,-1.6203927560979155e-06,6.1
3318,prolonged,-1.618498838302368e-06,4.74
3319,amp,-1.618298227127705e-06,5.79
3320,uphold,-1.6169123143889668e-06,5.25
3321,literacy,-1.6166863485144825e-06,7.55
3322,rug,-1.6164703825124562e-06,5.0
3323,count,-1.6157371617368635e-06,5.89
3324,western,-1.615246823106124e-06,5.35
3325,mid,-1.6128077400657422e-06,5.21
3326,chicken,-1.6100707014601303e-06,6.17
3327,schedule,-1.6055561318450985e-06,4.71
3328,ceiling,-1.6045382320195784e-06,5.39
3329,clean,-1.602838258136783e-06,7.09
3330,candle,-1.6025708774443218e-06,6.14
3331,identify,-1.5996614765583441e-06,6.0
3332,village,-1.5985086058706791e-06,5.95
3333,apple,-1.597308712387935e-06,6.62
3334,canal,-1.5972689483371532e-06,5.71
3335,serve,-1.5968091342576645e-06,5.36
3336,recommendation,-1.5954270129782862e-06,6.1
3337,freedom,-1.5940856459798602e-06,7.72
3338,desire,-1.5938862200923085e-06,7.05
3339,remedy,-1.5930413368158796e-06,6.62
3340,legacy,-1.5925777825165354e-06,7.38
3341,deck,-1.5915200011438575e-06,5.68
3342,vale,-1.589844997164204e-06,5.32
3343,waterfall,-1.5885308478462885e-06,7.79
3344,essay,-1.5880302602182263e-06,4.9
3345,million,-1.5872099884228548e-06,7.55
3346,convention,-1.5870377887787764e-06,5.0
3347,tee,-1.5851692986845745e-06,5.4
3348,par,-1.585028166762345e-06,4.85
3349,assistance,-1.5842813845772886e-06,5.82
3350,unit,-1.5834431016908957e-06,5.29
3351,diner,-1.5829028672253997e-06,6.75
3352,rely,-1.5815039449720924e-06,5.76
3353,physics,-1.5806673574452156e-06,5.53
3354,middle,-1.5784546240305429e-06,5.22
3355,slide,-1.5780184207993726e-06,5.71
3356,vial,-1.5764934038278722e-06,4.62
3357,rate,-1.5737336493249249e-06,5.68
3358,sauce,-1.5733456640884854e-06,6.58
3359,bury,-1.573315976910808e-06,1.95
3360,pink,-1.5727382842465984e-06,6.68
3361,robot,-1.5717768687649117e-06,6.18
3362,sob,-1.5713865394528173e-06,2.65
3363,will,-1.5710193144517615e-06,5.32
3364,protect,-1.5708928963898094e-06,6.83
3365,tent,-1.5700542375585851e-06,6.23
3366,contents,-1.5692090728769426e-06,5.79
3367,tractor,-1.569003717847665e-06,5.05
3368,arrangement,-1.568534603091365e-06,5.71
3369,discipline,-1.5683842884255577e-06,5.9
3370,seeds,-1.5674351435322443e-06,5.8
3371,addicted,-1.5658132352531124e-06,2.89
3372,intensive,-1.5642586387633792e-06,4.25
3373,catholic,-1.5613374890461236e-06,4.95
3374,tonic,-1.5607990565792821e-06,6.05
3375,central,-1.5602205598175948e-06,5.33
3376,exploration,-1.5587353852346507e-06,6.71
3377,hammer,-1.5578458323925769e-06,5.17
3378,movement,-1.5577871504768521e-06,6.58
3379,bunk,-1.5567971486917427e-06,5.43
3380,teeth,-1.5563371452771394e-06,5.0
3381,elder,-1.5541577778408154e-06,6.11
3382,food,-1.5535589364641526e-06,7.52
3383,site,-1.5503141019221205e-06,5.22
3384,book,-1.5478089401819243e-06,7.05
3385,fertile,-1.5476526434894896e-06,7.0
3386,urgent,-1.5475364632471727e-06,4.21
3387,flame,-1.5469722036721514e-06,5.9
3388,west,-1.546389533426302e-06,5.72
3389,margin,-1.54411713794896e-06,4.75
3390,navigation,-1.5438717809717478e-06,5.84
3391,northern,-1.5408735606139976e-06,5.65
3392,focal,-1.540740763497523e-06,4.85
3393,hut,-1.5402234733167327e-06,5.1
3394,income,-1.540078934543876e-06,6.26
3395,ashamed,-1.5393324906517704e-06,2.52
3396,specific,-1.5386345434837316e-06,5.48
3397,gaming,-1.5382981178300845e-06,5.67
3398,risk,-1.537973567543765e-06,5.17
3399,gap,-1.5377867686923914e-06,4.91
3400,mankind,-1.5373661247363817e-06,6.59
3401,replicate,-1.536647482159222e-06,4.95
3402,impose,-1.5362096286285901e-06,3.86
3403,roster,-1.5360387504911404e-06,4.71
3404,green,-1.5357807351952664e-06,6.29
3405,domestic,-1.5339694721622069e-06,5.05
3406,cancer,-1.532727655039146e-06,1.9
3407,milky,-1.5321655243797732e-06,5.0
3408,discourage,-1.5316835277380998e-06,3.05
3409,musical,-1.5311550684675435e-06,7.68
3410,scientist,-1.5308934032468025e-06,5.83
3411,draft,-1.5308067429805276e-06,5.3
3412,gate,-1.5302078728179174e-06,5.32
3413,upper,-1.5262611968270734e-06,5.7
3414,short,-1.52590293870106e-06,5.67
3415,jewelry,-1.5251747075438075e-06,7.0
3416,revolution,-1.5234408975214554e-06,4.81
3417,sanctuary,-1.5226864751678862e-06,7.05
3418,decision,-1.5223763159756583e-06,5.5
3419,requirement,-1.5214242907901631e-06,5.1
3420,confirmation,-1.5203695985105867e-06,5.71
3421,edition,-1.5177442814577151e-06,5.3
3422,cloud,-1.517662844320126e-06,6.2
3423,smell,-1.517026005289797e-06,6.39
3424,harmony,-1.5165558557351849e-06,7.55
3425,processing,-1.5153086460691233e-06,5.53
3426,mar,-1.5127874356782966e-06,3.47
3427,speed,-1.5119264047462593e-06,6.71
3428,restoration,-1.5108535217425723e-06,5.8
3429,upcoming,-1.507395364262291e-06,6.63
3430,shoulder,-1.5061412832795838e-06,5.1
3431,plastic,-1.5060078755119994e-06,4.48
3432,port,-1.5037378661592977e-06,5.55
3433,restore,-1.5024321996856317e-06,5.86
3434,air,-1.5009168768682055e-06,6.71
3435,hurry,-1.500029996306853e-06,4.32
3436,cart,-1.4995617182305419e-06,5.37
3437,barber,-1.498784197361223e-06,4.89
3438,begin,-1.498757429672268e-06,6.44
3439,courage,-1.4979152630873834e-06,7.67
3440,set,-1.497412441577242e-06,5.23
3441,chain,-1.4971076474871769e-06,4.79
3442,wireless,-1.49387362627836e-06,6.9
3443,scalp,-1.4937224168340886e-06,3.75
3444,sterile,-1.491972155103401e-06,4.57
3445,assist,-1.4906195833584018e-06,5.95
3446,recognition,-1.4888820940950186e-06,6.68
3447,residential,-1.4878473923057335e-06,6.05
3448,pork,-1.4868039240033735e-06,5.0
3449,physical,-1.4860281832069876e-06,5.9
3450,attention,-1.4860218577224247e-06,6.68
3451,coup,-1.485563541736122e-06,4.74
3452,geographic,-1.484974916680463e-06,6.21
3453,marketplace,-1.4830562034458723e-06,6.25
3454,eclipse,-1.4823673912857844e-06,6.76
3455,stability,-1.4812583118486986e-06,6.18
3456,lease,-1.4805128256076736e-06,4.75
3457,nurse,-1.4791852404044449e-06,5.41
3458,match,-1.4787229582421366e-06,5.61
3459,birthday,-1.4780305840882384e-06,6.37
3460,contribute,-1.4741789607091346e-06,6.15
3461,use,-1.473945756328203e-06,5.18
3462,three,-1.4720260064360044e-06,5.43
3463,assume,-1.4713264888064717e-06,4.41
3464,frontal,-1.4706107334325202e-06,5.95
3465,layer,-1.4705731366944422e-06,5.2
3466,strategy,-1.4693027278571413e-06,5.95
3467,game,-1.4673520527465688e-06,6.79
3468,reflection,-1.4647872455208545e-06,5.7
3469,space,-1.4629257152334541e-06,6.89
3470,typical,-1.462625720884212e-06,4.58
3471,adulthood,-1.462032518563813e-06,5.05
3472,gross,-1.459788782311361e-06,3.2
3473,let,-1.4594645900325877e-06,5.95
3474,reserve,-1.4592878380581235e-06,6.14
3475,train,-1.4586329535416612e-06,6.36
3476,suggestion,-1.4575499140643637e-06,5.79
3477,secure,-1.4565854082847218e-06,7.08
3478,meeting,-1.4531831181591404e-06,4.55
3479,rat,-1.4522166054215355e-06,3.21
3480,bicycle,-1.450471373552907e-06,6.71
3481,grow,-1.449920693777449e-06,6.28
3482,breeze,-1.4485671447964588e-06,7.61
3483,premier,-1.448218358652877e-06,5.37
3484,river,-1.4475825300012386e-06,6.72
3485,rural,-1.447200579654644e-06,5.95
3486,share,-1.447177025869923e-06,6.22
3487,rock,-1.4469230939481103e-06,5.72
3488,intelligent,-1.4467633292576815e-06,7.6
3489,prohibit,-1.4467141515132436e-06,4.29
3490,billboard,-1.4456894456935098e-06,4.25
3491,tremendous,-1.4448351176125456e-06,7.0
3492,circle,-1.4441941878787012e-06,5.76
3493,kind,-1.4405875563825307e-06,7.78
3494,bathing,-1.440026402191319e-06,6.14
3495,piece,-1.4399469662980134e-06,5.23
3496,wildlife,-1.4377496381498504e-06,7.75
3497,reins,-1.4337531040316893e-06,5.11
3498,worker,-1.4328232649541788e-06,5.95
3499,wilderness,-1.4307916444380699e-06,6.68
3500,street,-1.4292545502519755e-06,5.07
3501,description,-1.429099101363096e-06,5.24
3502,urban,-1.4279846339190504e-06,4.95
3503,silver,-1.426420301420512e-06,7.48
3504,explicit,-1.425198141655204e-06,4.82
3505,mint,-1.424865164499171e-06,6.55
3506,model,-1.4236455787335032e-06,6.38
3507,zip,-1.4218819174510212e-06,5.06
3508,thistle,-1.4216724320096723e-06,4.95
3509,research,-1.4209067866229733e-06,6.5
3510,conviction,-1.4173252885549732e-06,3.89
3511,sea,-1.4170971503346201e-06,6.56
3512,handsome,-1.4167816853085289e-06,7.15
3513,history,-1.4157498334810534e-06,6.0
3514,psychologist,-1.412316151885746e-06,5.05
3515,suburban,-1.411900677588226e-06,5.85
3516,diver,-1.4109982117080366e-06,5.66
3517,mirage,-1.4105323315394886e-06,4.47
3518,army,-1.4084831314151705e-06,4.65
3519,staircase,-1.4081309324676106e-06,5.2
3520,merchandise,-1.4070449140020601e-06,5.21
3521,nightfall,-1.4067979387406375e-06,6.63
3522,sovereignty,-1.403769155740675e-06,4.89
3523,coincide,-1.4029805635954833e-06,5.27
3524,specialty,-1.4003450077490023e-06,5.48
3525,scenic,-1.3963177403318828e-06,6.9
3526,devoid,-1.3932432642490187e-06,3.61
3527,database,-1.39299230696166e-06,4.75
3528,announcement,-1.3911578447995075e-06,5.81
3529,goal,-1.390627612085946e-06,6.79
3530,service,-1.3904891173311622e-06,6.83
3531,nationwide,-1.3887839389785008e-06,5.2
3532,happen,-1.3867291069541728e-06,5.5
3533,employment,-1.3855798800041759e-06,6.0
3534,life,-1.384341184355079e-06,6.68
3535,organ,-1.3837713264871117e-06,4.95
3536,retreat,-1.3823933038007966e-06,4.92
3537,customary,-1.3803322951557976e-06,5.0
3538,division,-1.3799542064152836e-06,4.42
3539,parade,-1.3797252047531572e-06,6.37
3540,bank,-1.3792270553937084e-06,6.0
3541,soul,-1.3790800588716098e-06,6.61
3542,heat,-1.3781904798050464e-06,4.77
3543,homosexual,-1.378184965202103e-06,4.65
3544,happiness,-1.3766653394417978e-06,8.48
3545,bright,-1.3765057637272177e-06,6.84
3546,decide,-1.3764618263424854e-06,6.28
3547,sculpture,-1.3763818082829843e-06,6.5
3548,pale,-1.3761794731921518e-06,4.11
3549,wood,-1.3746805743262286e-06,5.82
3550,newcomer,-1.3732866950277867e-06,5.8
3551,background,-1.3731651649800092e-06,5.05
3552,mega,-1.3728473488057676e-06,5.6
3553,separate,-1.3724650688599374e-06,3.95
3554,marketing,-1.3703687452752457e-06,4.83
3555,portrait,-1.3701733294369891e-06,6.05
3556,earrings,-1.3668006300810811e-06,5.32
3557,translate,-1.3656345174793462e-06,5.67
3558,relaxing,-1.364775256065974e-06,8.19
3559,demonstration,-1.3632489615407935e-06,5.5
3560,lieutenant,-1.3624679578490978e-06,4.91
3561,patent,-1.3621987221384042e-06,5.34
3562,lash,-1.3612450572852985e-06,4.63
3563,tool,-1.3606872275214672e-06,5.07
3564,cuisine,-1.3604326545366612e-06,6.88
3565,grandfather,-1.3598594018314942e-06,5.68
3566,involvement,-1.3590896719989597e-06,5.81
3567,heroic,-1.3583573933486268e-06,7.45
3568,sure,-1.3578592263663386e-06,6.64
3569,expressway,-1.3576936881235884e-06,4.55
3570,feed,-1.3574324355669631e-06,6.95
3571,entertain,-1.3556897934784613e-06,7.21
3572,field,-1.355642798843643e-06,5.73
3573,chill,-1.3548227396810676e-06,5.16
3574,despair,-1.3534025034937318e-06,3.61
3575,monument,-1.3509791900349782e-06,6.24
3576,luck,-1.3502535390057924e-06,6.73
3577,passion,-1.350039092328989e-06,7.53
3578,destiny,-1.3479150129420737e-06,6.73
3579,timetable,-1.3464786362179144e-06,4.9
3580,rugby,-1.3463714765806311e-06,5.94
3581,bold,-1.3459166652820786e-06,6.68
3582,respective,-1.3456782356572698e-06,5.9
3583,trivial,-1.343466900977122e-06,4.11
3584,resource,-1.3428691434229833e-06,5.63
3585,rod,-1.3427092044164994e-06,4.95
3586,toy,-1.3411025798441428e-06,7.29
3587,persona,-1.340312038406825e-06,5.37
3588,garden,-1.3392768530301171e-06,7.25
3589,victory,-1.3388281616690736e-06,7.59
3590,inch,-1.3386562089610459e-06,5.4
3591,capital,-1.3379780181988455e-06,5.29
3592,curious,-1.3367090062936804e-06,6.58
3593,carry,-1.335480561930747e-06,5.67
3594,foundation,-1.3351959228149717e-06,5.86
3595,galactic,-1.3333827789882569e-06,7.0
3596,restrain,-1.3322595228774474e-06,4.42
3597,chapter,-1.3297084336320701e-06,5.7
3598,triad,-1.3278304085151404e-06,4.32
3599,indictment,-1.3271000277037537e-06,3.89
3600,board,-1.3235128015161593e-06,5.33
3601,surround,-1.3229718930438349e-06,5.42
3602,frame,-1.3226275029323055e-06,5.32
3603,obstacle,-1.3220384102267484e-06,4.38
3604,popular,-1.3217343881118539e-06,5.71
3605,peace,-1.3213720506313864e-06,7.75
3606,judicial,-1.3211472066542926e-06,4.0
3607,college,-1.3188865562458212e-06,6.44
3608,otter,-1.3143608261285655e-06,6.95
3609,tram,-1.3142460868494209e-06,4.7
3610,find,-1.3136886113402272e-06,6.45
3611,scared,-1.3111921083885927e-06,2.8
3612,kitchen,-1.3103339987125502e-06,6.17
3613,melancholy,-1.307527415344197e-06,3.74
3614,center,-1.304048037671166e-06,5.56
3615,railroad,-1.30285633893427e-06,5.68
3616,hitter,-1.3006810820106092e-06,3.05
3617,greasy,-1.2986233557943372e-06,2.94
3618,canoe,-1.297626188607374e-06,5.76
3619,backup,-1.296265579329529e-06,5.85
3620,sucker,-1.2951983817862294e-06,4.0
3621,lottery,-1.2937960931676724e-06,6.33
3622,organization,-1.2930898660049848e-06,5.71
3623,vet,-1.2923602297210124e-06,4.95
3624,safe,-1.2919710669825196e-06,7.7
3625,republican,-1.291564245249679e-06,4.26
3626,cult,-1.2915430158133567e-06,2.77
3627,persuade,-1.2909792919593018e-06,5.67
3628,magnesium,-1.2900247582566433e-06,4.95
3629,angel,-1.2896515276990723e-06,7.71
3630,register,-1.2894414325633392e-06,5.43
3631,abrupt,-1.288900067092369e-06,3.28
3632,technology,-1.2882324370567104e-06,5.53
3633,facade,-1.2878308237017817e-06,4.63
3634,proceeds,-1.2873435100749751e-06,5.79
3635,majestic,-1.2863800922200779e-06,7.14
3636,trust,-1.2828934635646437e-06,7.24
3637,usual,-1.2769778529950436e-06,5.48
3638,modern,-1.2750414896081814e-06,6.05
3639,scholarship,-1.2737528824650282e-06,6.76
3640,absent,-1.272822361804889e-06,4.1
3641,formal,-1.2727362921928476e-06,5.37
3642,pub,-1.2720801081111954e-06,5.45
3643,website,-1.2715409928279928e-06,6.76
3644,insight,-1.2706378534851675e-06,6.76
3645,screen,-1.26925688013572e-06,5.55
3646,deposition,-1.2671527541326575e-06,3.53
3647,antiques,-1.2667581338648672e-06,6.63
3648,sentencing,-1.266104086836139e-06,3.61
3649,skyscraper,-1.2637646021956945e-06,5.84
3650,whisper,-1.262998219124974e-06,6.14
3651,device,-1.2610396550470792e-06,5.79
3652,ceremonial,-1.2596427998445847e-06,5.67
3653,auburn,-1.2590179274268865e-06,5.89
3654,tunic,-1.2585915964054746e-06,5.79
3655,agency,-1.2579670596541499e-06,5.14
3656,uniform,-1.2573822162706648e-06,4.37
3657,ounce,-1.2557152978523597e-06,5.65
3658,play,-1.2539012416743298e-06,7.55
3659,converse,-1.2534178702727772e-06,5.37
3660,savings,-1.2513069410183618e-06,7.67
3661,crucial,-1.250804204199855e-06,5.16
3662,save,-1.2489085416393682e-06,7.26
3663,university,-1.2467451527110922e-06,6.95
3664,bun,-1.2463544399468001e-06,5.47
3665,mortar,-1.2457656769030805e-06,4.14
3666,hostess,-1.245019512411775e-06,6.7
3667,secretive,-1.2445012874303292e-06,4.15
3668,alternative,-1.2434489868907994e-06,5.33
3669,glow,-1.2414364685068688e-06,6.55
3670,ace,-1.2411488130211386e-06,6.37
3671,popularity,-1.2373165858302722e-06,5.81
3672,five,-1.2366298443152091e-06,5.4
3673,strange,-1.2361493051552795e-06,4.72
3674,reveal,-1.2356858571150632e-06,5.86
3675,voter,-1.233889723106322e-06,4.85
3676,climb,-1.2279356829848532e-06,5.62
3677,overview,-1.2278724678335684e-06,4.85
3678,item,-1.227620462750914e-06,5.29
3679,visitor,-1.2266757994962777e-06,5.27
3680,certain,-1.226617047996644e-06,6.11
3681,unite,-1.226478422894477e-06,6.4
3682,method,-1.225714231342425e-06,5.2
3683,opera,-1.2241339237808202e-06,5.68
3684,rotation,-1.2231543035819137e-06,5.0
3685,praise,-1.2218235759438774e-06,7.65
3686,mule,-1.2204867235743322e-06,4.26
3687,manufacture,-1.2200605515651913e-06,5.0
3688,fantastic,-1.2193432709763532e-06,8.36
3689,rice,-1.2192898063918044e-06,5.7
3690,make,-1.2177292506901769e-06,6.09
3691,surveillance,-1.2152709275032453e-06,3.35
3692,parlor,-1.2142927710301807e-06,5.85
3693,go,-1.2134031366826809e-06,6.32
3694,jungle,-1.2121364786364084e-06,5.7
3695,environment,-1.211560709775579e-06,6.7
3696,coral,-1.2114735847025084e-06,6.42
3697,cooking,-1.2097945153056778e-06,6.77
3698,detection,-1.2091469707142348e-06,4.63
3699,stage,-1.2086549780624415e-06,5.67
3700,elephant,-1.2085751730313442e-06,6.17
3701,procedure,-1.2067805294872318e-06,4.28
3702,paragraph,-1.206600145671323e-06,5.4
3703,silicon,-1.2065430493081915e-06,5.1
3704,fiscal,-1.2044075562603647e-06,4.15
3705,prop,-1.204135164856179e-06,5.16
3706,tangible,-1.2021948507407103e-06,5.63
3707,credit,-1.19897379409048e-06,5.0
3708,princess,-1.1985410077383165e-06,7.64
3709,med,-1.197941507286046e-06,5.0
3710,money,-1.1973100793242764e-06,7.1
3711,biology,-1.1949642354452333e-06,6.0
3712,maintain,-1.1930964065323966e-06,6.29
3713,ranger,-1.1912522636520206e-06,5.79
3714,surprised,-1.1893935587377915e-06,6.57
3715,empire,-1.1848918740383029e-06,5.36
3716,reminder,-1.1822273174525942e-06,6.0
3717,come,-1.1820410499679952e-06,5.64
3718,opening,-1.1794257450822395e-06,5.95
3719,typhoon,-1.176918046590246e-06,3.62
3720,famous,-1.1744757748433606e-06,5.89
3721,energy,-1.1743719280858658e-06,6.9
3722,rush,-1.1732959802984881e-06,4.05
3723,boundary,-1.1730833003414424e-06,4.75
3724,scrub,-1.1714867145402412e-06,4.53
3725,sac,-1.1708046988239623e-06,4.35
3726,confusing,-1.1701824394981057e-06,3.0
3727,ranch,-1.170179658436687e-06,5.91
3728,bid,-1.1693739813374094e-06,5.16
3729,cattle,-1.168863928976277e-06,5.42
3730,important,-1.167422646695453e-06,6.82
3731,director,-1.1670917689905811e-06,4.95
