"feat","avg(vad_eb.V)","avg(vad_eb.A)","avg(vad_eb.D)","avg(vad_eb.V > 3)","avg(vad_eb.A > 3)","avg(vad_eb.D > 3)"
"indicated","3.100000","2.850000","2.950000","0.5000","0.0000","0.0000"
"indicates","3.000000","3.000000","3.120000","0.0000","0.0000","1.0000"
"indicating","3.033333","2.856667","2.926667","0.3333","0.0000","0.0000"
"indication","2.966667","3.000000","2.866667","0.0000","0.3333","0.0000"
"indicative","2.900000","2.500000","2.900000","0.0000","0.0000","0.0000"
"indicator","3.500000","3.300000","3.400000","1.0000","1.0000","1.0000"
"indicted","2.800000","3.200000","3.000000","0.0000","1.0000","0.0000"
"indictments","2.670000","3.110000","3.110000","0.0000","1.0000","1.0000"
"indigenous","2.952683","2.913902","3.041220","0.1951","0.2195","0.4878"
"indignant","2.600000","3.200000","2.800000","0.0000","1.0000","0.0000"
"indirect","3.000000","2.800000","3.100000","0.0000","0.0000","1.0000"
"indisposed","2.810000","2.850000","2.883333","0.0000","0.0000","0.0000"
"indistinguishable","3.100000","3.000000","2.950000","0.5000","0.0000","0.0000"
"individual","3.028750","3.032500","3.098125","0.5000","0.4375","0.6250"
"individual's","3.300000","3.200000","3.100000","1.0000","1.0000","1.0000"
"individually","3.000000","3.000000","3.200000","0.0000","0.0000","1.0000"
"individuals","3.044000","3.012000","3.008667","0.4667","0.5333","0.3333"
"indonesia","2.797273","3.024545","3.009091","0.1818","0.6364","0.4545"
"indonesia's","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"indonesian","2.266667","3.333333","2.943333","0.0000","1.0000","0.6667"
"induded","3.250000","3.000000","3.000000","1.0000","0.0000","0.0000"
"indulge","3.320000","3.020000","3.110000","1.0000","0.5000","0.5000"
"indulgences","3.140000","3.000000","3.140000","1.0000","0.0000","1.0000"
"industrial","2.927500","3.001250","3.008125","0.3750","0.3750","0.5625"
"industrialization","3.000000","2.815000","3.210000","0.0000","0.0000","1.0000"
"industries","2.946000","3.026000","3.059000","0.4000","0.6000","0.5000"
"industry","2.861429","2.993714","2.983714","0.2571","0.3714","0.2571"
"industry-government","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"indy","2.900000","3.100000","3.100000","0.0000","1.0000","1.0000"
"indygo","3.200000","2.800000","2.900000","1.0000","0.0000","0.0000"
"ineffective","2.750000","3.150000","2.950000","0.0000","0.5000","0.5000"
"inefficient","2.460000","2.966667","2.850000","0.0000","0.0000","0.0000"
"inept","2.800000","2.800000","2.900000","0.0000","0.0000","0.0000"
"ineptitude","2.700000","3.200000","3.000000","0.0000","1.0000","0.0000"
"inevitable","2.600000","3.300000","2.800000","0.0000","1.0000","0.0000"
"inevitably","3.190000","3.125000","3.125000","0.5000","0.5000","0.5000"
"inexcusable","2.500000","3.300000","2.900000","0.0000","1.0000","0.0000"
"inexorable","3.000000","3.100000","3.000000","0.0000","1.0000","0.0000"
"inexpensive","3.100000","2.880000","2.950000","0.5000","0.0000","0.0000"
"inexpensively","3.300000","3.000000","3.100000","1.0000","0.0000","1.0000"
"infamous","3.100000","3.200000","3.100000","0.5000","1.0000","1.0000"
"infant","2.600000","3.300000","3.000000","0.0000","1.0000","0.0000"
"infante","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"infants","2.730000","3.180000","3.000000","0.0000","1.0000","0.0000"
"infection","2.250000","3.380000","2.880000","0.0000","1.0000","0.0000"
"infections","2.110000","3.110000","2.670000","0.0000","1.0000","0.0000"
"inferior","2.866667","3.066667","3.100000","0.0000","0.6667","0.6667"
"inferiority","2.860000","3.000000","3.000000","0.0000","0.0000","0.0000"
"infertile","2.700000","3.200000","3.300000","0.0000","1.0000","1.0000"
"infielder","2.710000","2.710000","3.000000","0.0000","0.0000","0.0000"
"infiltrate","3.000000","3.200000","3.100000","0.0000","1.0000","1.0000"
"infiltrated","2.730000","3.140000","3.006667","0.3333","0.6667","0.3333"
"infiltrating","3.045000","2.985000","3.100000","0.5000","0.5000","0.5000"
"infiltration","2.966667","2.956667","3.033333","0.0000","0.3333","0.3333"
"infinite","2.750000","3.100000","3.000000","0.0000","0.5000","0.5000"
"infinitely","2.100000","3.400000","2.800000","0.0000","1.0000","0.0000"
"infinitesimally","2.700000","2.800000","3.000000","0.0000","0.0000","0.0000"
"infinitum","3.000000","3.050000","3.050000","0.0000","0.5000","0.5000"
"inflation","2.210000","3.040000","2.725000","0.0000","0.5000","0.0000"
"inflicting","2.200000","3.200000","2.700000","0.0000","1.0000","0.0000"
"influence","2.991538","3.056154","3.090769","0.3077","0.3846","0.5385"
"influenced","2.700000","3.000000","2.900000","0.0000","0.0000","0.0000"
"influences","2.893333","2.783333","3.000000","0.0000","0.0000","0.3333"
"influencing","3.105000","3.225000","3.125000","0.5000","1.0000","0.5000"
"influential","3.060000","3.010000","3.160000","0.5000","0.5000","1.0000"
"influx","3.113333","2.856667","3.216667","0.3333","0.3333","1.0000"
"info","3.367500","3.125000","3.060000","0.7500","0.2500","0.5000"
"inform","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"information","3.038116","2.963913","3.072174","0.3768","0.3188","0.5507"
"information-services","2.900000","3.100000","2.900000","0.0000","1.0000","0.0000"
"informative","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"informed","2.921429","3.055714","3.168571","0.4286","0.7143","0.8571"
"informs","2.850000","3.000000","3.000000","0.0000","0.5000","0.5000"
"infrastructure","2.902500","2.932500","2.985000","0.5000","0.2500","0.5000"
"infused","3.700000","3.300000","3.300000","1.0000","1.0000","1.0000"
"infusing","3.100000","3.200000","3.100000","1.0000","1.0000","1.0000"
"ing","3.200000","3.100000","3.100000","1.0000","1.0000","1.0000"
"ingenious","3.100000","3.000000","3.000000","1.0000","0.0000","0.0000"
"ingrained","2.900000","2.900000","3.200000","0.0000","0.0000","1.0000"
"ingram","2.990000","2.775000","3.010000","0.5000","0.0000","0.5000"
"ingratiate","2.800000","2.966667","3.133333","0.0000","0.3333","0.6667"
"ingredient","2.900000","3.000000","3.000000","0.0000","0.0000","0.0000"
"ingredients","3.147500","3.132500","3.172500","0.5000","0.2500","0.7500"
"inhabitants","3.100000","2.740000","3.060000","0.5000","0.5000","0.5000"
"inhabited","2.841667","2.946667","2.936667","0.1667","0.0000","0.3333"
"inhalers","2.900000","2.700000","3.000000","0.0000","0.0000","0.0000"
"inherent","2.783333","3.060000","3.126667","0.0000","0.6667","1.0000"
"inherently","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"inheritance","3.200000","3.200000","3.200000","1.0000","1.0000","1.0000"
"inhibiting","2.400000","3.200000","2.700000","0.0000","1.0000","0.0000"
"inhumane","3.000000","3.300000","3.100000","0.0000","1.0000","1.0000"
"initial","2.914000","2.958000","3.024000","0.2000","0.3000","0.3000"
"initially","2.860000","2.910000","2.968333","0.0000","0.1667","0.1667"
"initiate","3.200000","3.300000","3.050000","0.5000","1.0000","0.5000"
"initiated","2.900000","3.100000","2.900000","0.0000","1.0000","0.0000"
"initiating","3.120000","3.000000","3.000000","1.0000","0.0000","0.0000"
"initiative","3.075000","2.960000","3.150000","0.2500","0.2500","0.7500"
"initiative's","2.900000","3.000000","3.000000","0.0000","0.0000","0.0000"
"initiatives","3.046667","2.913333","3.004444","0.4444","0.3333","0.4444"
"inject","3.120000","3.120000","3.000000","1.0000","1.0000","0.0000"
"injecting","3.100000","3.000000","3.000000","1.0000","0.0000","0.0000"
"injection","2.750000","3.200000","2.700000","0.5000","1.0000","0.5000"
"injections","2.700000","3.000000","2.900000","0.0000","0.0000","0.0000"
"injure","2.250000","3.100000","3.100000","0.0000","0.5000","0.5000"
"injured","2.620000","3.128000","2.980000","0.2000","0.6000","0.2000"
"injuries","2.400000","3.200000","2.400000","0.0000","1.0000","0.0000"
"injury","2.870000","3.042000","3.010000","0.2000","0.4000","0.4000"
"ink","2.775000","2.875000","3.150000","0.0000","0.2500","0.7500"
"ink-blooded","2.910000","3.000000","3.000000","0.0000","0.0000","0.0000"
"inkpot","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"inky","3.000000","2.900000","2.800000","0.0000","0.0000","0.0000"
"inlaid","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"inland","3.110000","2.835000","3.060000","0.5000","0.0000","0.5000"
"inlet","3.100000","3.050000","3.000000","1.0000","0.5000","0.0000"
"inmate","2.700000","3.200000","3.000000","0.0000","1.0000","0.0000"
"inn","2.976667","2.816667","3.110000","0.3333","0.0000","0.3333"
"inner","2.933333","3.033333","3.033333","0.3333","0.3333","0.3333"
"inner-city","3.250000","3.050000","3.100000","1.0000","0.5000","1.0000"
"innocent","2.658571","3.154286","2.990000","0.2857","0.5714","0.4286"
"innocently","3.220000","3.110000","3.110000","1.0000","1.0000","1.0000"
"innovate","3.200000","3.100000","3.400000","1.0000","1.0000","1.0000"
"innovation","3.355000","3.405000","3.020000","0.5000","1.0000","0.5000"
"innovations","3.000000","3.120000","3.250000","0.0000","1.0000","1.0000"
"innovative","3.233333","3.063333","3.183333","0.6667","0.5000","0.8333"
"inoculations","2.900000","3.100000","3.000000","0.0000","1.0000","0.0000"
"inorganic","3.000000","3.000000","3.200000","0.0000","0.0000","1.0000"
"input","2.983333","2.821667","3.056667","0.0000","0.0000","0.6667"
"inputs","2.950000","2.973333","3.123333","0.0000","0.5000","0.8333"
"inquest","2.600000","3.050000","2.900000","0.0000","0.5000","0.0000"
"inquire","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"inquiries","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"inquiry","2.780000","3.058571","3.170000","0.1429","0.5714","0.7143"
"inroads","2.910000","2.910000","2.955000","0.5000","0.0000","0.0000"
"insane","3.000000","2.713333","3.160000","0.3333","0.0000","1.0000"
"inscription","3.000000","3.100000","3.000000","0.0000","1.0000","0.0000"
"inscriptions","2.800000","2.900000","2.900000","0.0000","0.0000","0.0000"
"inscrutable","3.250000","3.120000","3.250000","1.0000","1.0000","1.0000"
"insect","2.806667","2.950000","3.033333","0.0000","0.3333","0.3333"
"insects","2.975000","2.867500","3.025000","0.2500","0.0000","0.5000"
"insensibility","3.000000","2.670000","3.170000","0.0000","0.0000","1.0000"
"inserted","2.500000","3.500000","2.700000","0.0000","1.0000","0.0000"
"inside","3.031429","3.031143","3.020857","0.4286","0.5143","0.3429"
"inside-the-park","3.200000","3.200000","3.075000","0.5000","0.7500","0.5000"
"insight","2.900000","3.000000","3.166667","0.0000","0.3333","1.0000"
"insightful","3.275000","3.260000","3.160000","1.0000","1.0000","1.0000"
"insignificance","2.460000","3.270000","2.550000","0.0000","1.0000","0.0000"
"insist","2.784000","3.170000","3.154000","0.0000","0.8000","0.4000"
"insisted","3.000000","2.800000","3.110000","0.0000","0.0000","1.0000"
"insistent","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"insists","2.992000","2.972000","3.192000","0.2000","0.2000","1.0000"
"insouciance","3.430000","3.430000","3.710000","1.0000","1.0000","1.0000"
"inspected","3.100000","2.700000","2.900000","1.0000","0.0000","0.0000"
"inspectors","2.660000","2.850000","3.085000","0.0000","0.0000","0.5000"
"inspiration","3.100000","3.000000","3.100000","1.0000","0.0000","1.0000"
"inspire","2.670000","2.980000","2.780000","0.5000","0.5000","0.0000"
"inspired","3.456667","3.266667","3.030000","0.6667","1.0000","0.3333"
"inspires","3.400000","3.200000","3.300000","1.0000","1.0000","1.0000"
"inspiring","3.800000","3.400000","3.300000","1.0000","1.0000","1.0000"
"install","3.036667","2.850000","3.146667","0.3333","0.0000","0.3333"
"installation","2.900000","2.900000","2.900000","0.0000","0.0000","0.0000"
"installed","3.150000","2.800000","3.250000","0.5000","0.5000","1.0000"
"instance","3.066667","2.686667","3.053333","0.3333","0.0000","0.5000"
"instances","2.720000","2.972500","3.277500","0.0000","0.2500","0.7500"
"instant","2.898000","2.918000","2.988000","0.2000","0.6000","0.6000"
"instantly","3.593333","3.456667","3.150000","1.0000","1.0000","0.6667"
"instate","2.900000","2.700000","2.800000","0.0000","0.0000","0.0000"
"instead","2.961304","3.053043","3.056087","0.1739","0.5217","0.4783"
"instill","3.110000","3.220000","3.330000","1.0000","1.0000","1.0000"
"instills","3.100000","2.700000","3.100000","1.0000","0.0000","1.0000"
"instinct","2.955000","3.110000","3.123333","0.3333","0.5000","0.3333"
"instincts","3.000000","2.875000","3.000000","0.0000","0.0000","0.0000"
"institute","3.067500","2.979167","3.067500","0.5000","0.3333","0.4167"
"institution","2.944000","2.842000","3.102000","0.2000","0.0000","0.8000"
"institution's","3.000000","2.570000","3.140000","0.0000","0.0000","1.0000"
"institutions","2.730000","2.920000","3.195000","0.0000","0.5000","1.0000"
"instruct","3.400000","3.200000","3.100000","1.0000","1.0000","1.0000"
"instruction","3.080000","2.820000","2.900000","0.6667","0.0000","0.0000"
"instructional","3.270000","2.730000","3.360000","1.0000","0.0000","1.0000"
"instructions","3.000000","2.934286","3.171429","0.4286","0.4286","0.7143"
"instrument","3.000000","3.000000","3.120000","0.0000","0.0000","1.0000"
"instrumental","3.120000","3.120000","3.000000","1.0000","1.0000","0.0000"
"instruments","3.200000","3.200000","3.000000","1.0000","1.0000","0.0000"
"insubordinate","3.000000","3.120000","3.000000","0.0000","1.0000","0.0000"
"insufferable","2.450000","2.730000","2.910000","0.0000","0.0000","0.0000"
"insufficient","2.750000","3.150000","3.250000","0.0000","1.0000","1.0000"
"insular","2.500000","3.200000","3.000000","0.0000","1.0000","0.0000"
"insulated","3.100000","2.900000","2.900000","1.0000","0.0000","0.0000"
"insulating","3.250000","3.000000","3.150000","1.0000","0.5000","0.5000"
"insulation","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"insult","1.900000","3.500000","3.000000","0.0000","1.0000","0.0000"
"insulted","2.610000","3.165000","3.160000","0.0000","1.0000","1.0000"
"insurance","2.720000","3.105000","3.136667","0.2500","0.5833","0.5833"
"insurer's","2.500000","2.900000","2.800000","0.0000","0.0000","0.0000"
"insurgents","2.300000","3.300000","2.600000","0.0000","1.0000","0.0000"
"insurrection","2.900000","3.000000","2.900000","0.0000","0.0000","0.0000"
"insurrection's","2.900000","3.200000","3.200000","0.0000","1.0000","1.0000"
"intact","3.072500","2.950000","3.152500","0.5000","0.0000","0.7500"
"integer","3.000000","3.000000","3.120000","0.0000","0.0000","1.0000"
"integers","2.900000","2.800000","3.000000","0.0000","0.0000","0.0000"
"integra","3.160000","2.950000","3.205000","1.0000","0.0000","1.0000"
"integra-a","3.170000","2.660000","3.170000","1.0000","0.0000","1.0000"
"integral","3.203333","3.143333","3.206667","1.0000","0.6667","1.0000"
"integrate","2.600000","2.900000","3.000000","0.0000","0.0000","0.0000"
"integration","2.900000","3.000000","3.100000","0.0000","0.0000","1.0000"
"intel","3.000000","3.000000","3.400000","0.0000","0.0000","1.0000"
"intellect","3.120000","3.185000","3.125000","1.0000","1.0000","0.5000"
"intellectual","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"intelligence","2.962000","3.122000","3.026000","0.6000","0.8000","0.4000"
"intelligent","3.150000","3.193333","3.190000","0.6667","1.0000","1.0000"
"intelogic","2.996667","2.993333","3.203333","0.3333","0.3333","1.0000"
"intend","2.905000","3.045000","3.270000","0.5000","0.5000","1.0000"
"intended","2.890000","3.100000","2.952500","0.0000","0.5000","0.2500"
"intending","3.100000","3.000000","3.200000","1.0000","0.0000","1.0000"
"intends","2.983333","3.036667","3.250000","0.6667","0.3333","1.0000"
"intense","3.000000","3.100000","2.950000","0.5000","1.0000","0.0000"
"intensified","2.560000","3.000000","2.780000","0.0000","0.0000","0.0000"
"intensifies","2.973333","3.120000","3.223333","0.3333","0.6667","0.6667"
"intensify","3.100000","3.400000","3.100000","1.0000","1.0000","1.0000"
"intensities","3.000000","2.620000","2.880000","0.0000","0.0000","0.0000"
"intensity","3.000000","3.233333","2.920000","0.0000","0.3333","0.0000"
"intensive","3.100000","3.100000","3.050000","0.5000","0.5000","0.5000"
"intent","2.902500","3.127500","2.927500","0.5000","0.5000","0.2500"
"intention","3.115000","2.875000","3.405000","1.0000","0.0000","1.0000"
"intentional","2.500000","2.880000","3.250000","0.0000","0.0000","1.0000"
"inter","3.300000","3.000000","3.200000","1.0000","0.0000","1.0000"
"inter-american","2.500000","3.000000","3.000000","0.0000","0.0000","0.0000"
"interact","3.025000","3.025000","3.100000","0.5000","0.5000","0.5000"
"interacting","3.100000","2.900000","3.200000","1.0000","0.0000","1.0000"
"interaction","2.925000","3.000000","3.050000","0.0000","0.2500","0.2500"
"interactions","3.110000","2.908000","3.020000","0.8000","0.4000","0.4000"
"interactive","3.078571","3.020000","3.082857","0.5714","0.4286","0.5714"
"interchange","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"interest","3.112000","3.015500","3.109500","0.5000","0.4000","0.5500"
"interested","2.966667","3.012222","3.227778","0.4444","0.2222","0.8889"
"interesting","3.174444","3.104444","3.105556","0.7222","0.5556","0.6667"
"interestingly","3.300000","3.100000","3.200000","1.0000","1.0000","1.0000"
"interests","2.763529","3.177059","3.124706","0.1765","0.6471","0.5294"
"interfere","2.910000","3.090000","3.270000","0.0000","1.0000","1.0000"
"interference","2.900000","3.400000","3.300000","0.0000","1.0000","1.0000"
"interim","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"interior","3.232500","3.000000","3.085000","0.5000","0.2500","0.5000"
"interlaced","2.820000","2.730000","3.090000","0.0000","0.0000","1.0000"
"interludes","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"internal","2.800000","3.033333","2.700000","0.0000","0.3333","0.3333"
"internalize","3.000000","2.780000","3.000000","0.0000","0.0000","0.0000"
"internalize-your-externality-sort","3.000000","2.800000","3.100000","0.0000","0.0000","1.0000"
